,"CLSS ID","SIS ID","Term","Term Code","Department Code","Subject Code","Catalog Number","Course","Section #","Course Title","Long Title","Section Type","Title/Topic","Meeting Pattern","Meetings","Instructor","Room","Status","Session","Campus","Inst. Method","Integ. Partner","Schedule Print","Consent","Credit Hrs Min","Credit Hrs","Grade Mode","Attributes","Course Attributes","Room Attributes","Enrollment","Maximum Enrollment","Prior Enrollment","Projected Enrollment","Wait Cap","Wait Total","Rm Cap Request","Cross-listings","Cross-list Enrollment","Cross-list Maximum","Cross-list Projected","Cross-list Wait Cap","Cross-list Wait Total","Cross-list Rm Cap Request","Link To","Comments","Notes#1","Notes#2"
,"3354","14597","Fall 2023","1238","UNO-CSCI","CSCI","1204","CSCI 1204","001","COMPUTER SCIENCE PRINCIPLES LABORATORY","","Laboratory","","F 12pm-1:15pm","F 12pm-1:15pm","Ashokan, Ash (58692766) [Primary Instructor, Post, Print]","Peter Kiewit Institute 276","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","1","1","Graded","University General Education: Natural/Physical Sci General Education lab course","University General Education: Natural/Physical Sci General Education lab course","","23","35","","","99","0","35","","","","","","","","","","",""
,"5949","21987","Fall 2023","1238","UNO-CSCI","CSCI","1204","CSCI 1204","601","COMPUTER SCIENCE PRINCIPLES LABORATORY","","Laboratory","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Kumar, Ashutosh (55238689) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","Central High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","No Special Consent Required","1","1","Graded","University General Education: Natural/Physical Sci General Education lab course","University General Education: Natural/Physical Sci General Education lab course","","5","30","","","0","0","30","","","","","","","","","","",""
,"5950","21988","Fall 2023","1238","UNO-CSCI","CSCI","1204","CSCI 1204","602","COMPUTER SCIENCE PRINCIPLES LABORATORY","","Laboratory","","Does Not Meet","Does Not Meet (08/21/2023 to 05/17/2024)","Genoways, Sharon (37371716) [Primary Instructor, Post, Print]; Malone, Kelly (11331658) [Course Administrator, Post, Print]","Marian High School","Active","Regular Academic Session","UNO-IS","Dual Enrollment","","No","No Special Consent Required","1","1","Graded","University General Education: Natural/Physical Sci General Education lab course","University General Education: Natural/Physical Sci General Education lab course","","1","30","","","0","0","30","","","","","","","","","","",""
,"3355","14598","Fall 2023","1238","UNO-CSCI","CSCI","1204","CSCI 1204","850","COMPUTER SCIENCE PRINCIPLES LABORATORY","","Laboratory","","Does Not Meet","Does Not Meet","Ashokan, Ash (58692766) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","1","1","Graded","Online: Totally Online; University General Education: Natural/Physical Sci General Education lab course","University General Education: Natural/Physical Sci General Education lab course","","35","35","","","99","0","35","","","","","","","","","","",""
,"3356","14599","Fall 2023","1238","UNO-CSCI","CSCI","1204","CSCI 1204","851","COMPUTER SCIENCE PRINCIPLES LABORATORY","","Laboratory","","Does Not Meet","Does Not Meet","Ashokan, Ash (58692766) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","1","1","Graded","Online: Totally Online; University General Education: Natural/Physical Sci General Education lab course","University General Education: Natural/Physical Sci General Education lab course","","25","35","","","99","0","35","","","","","","","","","","",""
"CSCI 1620 - INTRODUCTION TO COMPUTER SCIENCE II"
,"831","14600","Fall 2023","1238","UNO-CSCI","CSCI","1620","CSCI 1620","001","INTRODUCTION TO COMPUTER SCIENCE II","","Lecture","","MW 1:30pm-2:45pm","MW 1:30pm-2:45pm","Owora, Agatha (72315145) [Primary Instructor, Post, Print]","Mammel Hall 113","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials","","","60","60","","","99","0","60","","","","","","","","","","",""
,"832","14604","Fall 2023","1238","UNO-CSCI","CSCI","1620","CSCI 1620","002","INTRODUCTION TO COMPUTER SCIENCE II","","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Reestman, Kyle (19654542) [Primary Instructor, Post, Print]","Mammel Hall 113","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials","","","60","60","","","99","0","60","","","","","","","","","","",""
,"833","14601","Fall 2023","1238","UNO-CSCI","CSCI","1620","CSCI 1620","850","INTRODUCTION TO COMPUTER SCIENCE II","","Lecture","","Does Not Meet","Does Not Meet","Owora, Agatha (72315145) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online","","","60","60","","","99","0","80","","","","","","","","","","",""
,"834","16403","Fall 2023","1238","UNO-CSCI","CSCI","1620","CSCI 1620","851","INTRODUCTION TO COMPUTER SCIENCE II","","Laboratory","Laboratory","Does Not Meet","Does Not Meet","Owora, Agatha (72315145) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online","","","60","60","","","99","0","99","","","","","","","","CSCI 1620-001","","",""
,"835","16404","Fall 2023","1238","UNO-CSCI","CSCI","1620","CSCI 1620","852","INTRODUCTION TO COMPUTER SCIENCE II","","Laboratory","Laboratory","Does Not Meet","Does Not Meet","Reestman, Kyle (19654542) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online","","","60","60","","","99","0","99","","","","","","","","CSCI 1620-002","","",""
,"836","16405","Fall 2023","1238","UNO-CSCI","CSCI","1620","CSCI 1620","853","INTRODUCTION TO COMPUTER SCIENCE II","","Laboratory","Laboratory","Does Not Meet","Does Not Meet","Owora, Agatha (72315145) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online","","","60","60","","","99","0","60","","","","","","","","CSCI 1620-850","","",""
,"837","16406","Fall 2023","1238","UNO-CSCI","CSCI","1620","CSCI 1620","854","INTRODUCTION TO COMPUTER SCIENCE II","","Laboratory","Laboratory","Does Not Meet","Does Not Meet","Staff [Primary Instructor, Post, Print]","No Room Assigned","Cancelled Section","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online","","","0","30","","","99","0","30","","","","","","","","CSCI 1620-002","","",""
,"838","14602","Fall 2023","1238","UNO-CSCI","CSCI","1620","CSCI 1620","855","INTRODUCTION TO COMPUTER SCIENCE II","","Laboratory","Laboratory","Does Not Meet","Does Not Meet","Staff [Primary Instructor, Post, Print]","No Room Assigned","Cancelled Section","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online","","","0","31","","","99","0","30","","","","","","","","CSCI 1620-850","","",""
,"839","14603","Fall 2023","1238","UNO-CSCI","CSCI","1620","CSCI 1620","856","INTRODUCTION TO COMPUTER SCIENCE II","","Laboratory","Laboratory","Does Not Meet","Does Not Meet","Staff [Primary Instructor, Post, Print]","No Room Assigned","Cancelled Section","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online","","","0","30","","","99","0","30","","","","","","","","CSCI 1620-850","","",""
"CSCI 2030 - MATHEMATICAL FOUNDATIONS OF COMPUTER SCIENCE"
,"3093","14607","Fall 2023","1238","UNO-CSCI","CSCI","2030","CSCI 2030","001","MATHEMATICAL FOUNDATIONS OF COMPUTER SCIENCE","","Lecture","","MW 1:30pm-2:45pm","MW 1:30pm-2:45pm","Lierler, Yuliya (42486005) [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","30","30","","","99","0","40","","","","","","","","","","",""
,"3094","14606","Fall 2023","1238","UNO-CSCI","CSCI","2030","CSCI 2030","002","MATHEMATICAL FOUNDATIONS OF COMPUTER SCIENCE","","Lecture","","TR 6pm-7:15pm","TR 6pm-7:15pm","Mordeson, Mark (67908431) [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","31","30","","","99","0","40","","","","","","","","","","",""
,"5476","20730","Fall 2023","1238","UNO-CSCI","CSCI","2030","CSCI 2030","003","MATHEMATICAL FOUNDATIONS OF COMPUTER SCIENCE","","Lecture","","MW 4:30pm-5:45pm","MW 4:30pm-5:45pm","Mordeson, Mark (67908431) [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","31","30","","","99","0","30","","","","","","","","","","",""
,"3095","14605","Fall 2023","1238","UNO-CSCI","CSCI","2030","CSCI 2030","850","MATHEMATICAL FOUNDATIONS OF COMPUTER SCIENCE","","Lecture","","Does Not Meet","Does Not Meet","Solheim, Jeff (84334019) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","30","30","","","99","0","40","","","","","","","","","","",""
"CSCI 2240 - INTRODUCTION TO C PROGRAMMING"
,"840","14608","Fall 2023","1238","UNO-CSCI","CSCI","2240","CSCI 2240","001","INTRODUCTION TO C PROGRAMMING","","Lecture","","TR 12pm-1:15pm","TR 12pm-1:15pm","Santos, Jose (16377095) [Primary Instructor, Post, Print]","Peter Kiewit Institute 153","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","35","35","","","99","0","40","","","","","","","","","","",""
,"842","14609","Fall 2023","1238","UNO-CSCI","CSCI","2240","CSCI 2240","850","INTRODUCTION TO C PROGRAMMING","","Lecture","","Does Not Meet","Does Not Meet","Qiu, Wenning (43221606) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","35","35","","","99","0","99","","","","","","","","","","",""
,"841","14610","Fall 2023","1238","UNO-CSCI","CSCI","2240","CSCI 2240","851","INTRODUCTION TO C PROGRAMMING","","Lecture","","Does Not Meet","Does Not Meet","Ashokan, Ash (58692766) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","36","35","","","99","0","99","","","","","","","","","","",""
"CSCI 2410 - INTRODUCTION TO DATA ANALYTICS USING PYTHON"
,"3922","15678","Fall 2023","1238","UNO-CSCI","CSCI","2410","CSCI 2410","850","INTRODUCTION TO DATA ANALYTICS USING PYTHON","","Lecture","","Does Not Meet","Does Not Meet","Zhu, Qiuming (22746848) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online","","","38","38","","","99","0","38","","","","","","","","","","",""
"CSCI 2620 - 2D GRAPHICS: IMAGE PROCESSING"
,"3882","15611","Fall 2023","1238","UNO-CSCI","CSCI","2620","CSCI 2620","001","2D GRAPHICS: IMAGE PROCESSING","","Lecture","","MW 12pm-1:15pm","MW 12pm-1:15pm","Ricks, Brian (17816140) [Primary Instructor, Post, Print]","Peter Kiewit Institute 278","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials","","","29","30","","","99","0","30","","","","","","","","","","",""
"CSCI 2850 - PROGRAMMING ON THE INTERNET"
,"846","14611","Fall 2023","1238","UNO-CSCI","CSCI","2850","CSCI 2850","850","PROGRAMMING ON THE INTERNET","","Lecture","","Does Not Meet","Does Not Meet","Fulkerson, Robert (10509563) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","34","35","","","99","0","35","","","","","","","","","","",""
"CSCI 3100 - APPLIED COMBINATORICS"
,"847","14870","Fall 2023","1238","UNO-CSCI","CSCI","3100","CSCI 3100","001","APPLIED COMBINATORICS","","Lecture","","MW 5:30pm-6:45pm","MW 5:30pm-6:45pm","Velcsov, Dora (32794380) [Primary Instructor, Post, Print]","Durham Science Center 111","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","15","15","","","0","0","15","Also CSCI 8105-001, MATH 3100-001, MATH 8105-001","39","48","","99","0","48","","","",""
"CSCI 3320 - DATA STRUCTURES"
,"848","14614","Fall 2023","1238","UNO-CSCI","CSCI","3320","CSCI 3320","001","DATA STRUCTURES","","Lecture","","MW 10:30am-11:45am","MW 10:30am-11:45am","Youn, Jong-Hoon (52249412) [Primary Instructor, Post, Print]","Peter Kiewit Institute 274","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","31","30","","","99","0","30","","","","","","","","","","",""
,"849","14612","Fall 2023","1238","UNO-CSCI","CSCI","3320","CSCI 3320","002","DATA STRUCTURES","","Lecture","","TR 12pm-1:15pm","TR 12pm-1:15pm","Ricks, Brian (17816140) [Primary Instructor, Post, Print]","Peter Kiewit Institute 278","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","30","30","","","99","0","30","","","","","","","","","","",""
,"850","15543","Fall 2023","1238","UNO-CSCI","CSCI","3320","CSCI 3320","003","DATA STRUCTURES","","Lecture","","TR 4:30pm-5:45pm","TR 4:30pm-5:45pm","Oh, Kwangsung (90846155) [Primary Instructor, Post, Print]","Peter Kiewit Institute 260","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","30","30","","","99","0","30","","","","","","","","","","",""
,"851","14613","Fall 2023","1238","UNO-CSCI","CSCI","3320","CSCI 3320","850","DATA STRUCTURES","","Lecture","","Does Not Meet","Does Not Meet","Ali, Hesham (76789688) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","34","30","","","99","0","30","","","","","","","","","","",""
"CSCI 3470 - FUNDAMENTALS AND ALGORITHMS OF MACHINE LEARNING"
,"3943","15612","Fall 2023","1238","UNO-CSCI","CSCI","3470","CSCI 3470","850","FUNDAMENTALS AND ALGORITHMS OF MACHINE LEARNING","","Lecture","","Does Not Meet","Does Not Meet","Zhong, Xin (11981844) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","15","25","","","99","0","30","","","","","","","","","","",""
"CSCI 3510 - ADVANCED GAME PROGRAMMING"
,"3019","14804","Fall 2023","1238","UNO-CSCI","CSCI","3510","CSCI 3510","850","ADVANCED GAME PROGRAMMING","","Lecture","","Does Not Meet","Does Not Meet","Winter, Victor (77537414) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online","","","24","30","","","99","0","30","","","","","","","","","","",""
"CSCI 3550 - COMMUNICATION NETWORKS"
,"874","14770","Fall 2023","1238","UNO-CSCI","CSCI","3550","CSCI 3550","002","COMMUNICATION NETWORKS","","Lecture","","MW 1:30pm-2:45pm","MW 1:30pm-2:45pm","Santos, Jose (16377095) [Primary Instructor, Post, Print]","Peter Kiewit Institute 274","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","30","30","","","99","0","35","","","","","","","","","","",""
,"875","14615","Fall 2023","1238","UNO-CSCI","CSCI","3550","CSCI 3550","850","COMMUNICATION NETWORKS","","Lecture","","Does Not Meet","Does Not Meet","Azadmanesh, Azad (01596872) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","30","30","","","99","0","35","","","","","","","","","","",""
,"876","14616","Fall 2023","1238","UNO-CSCI","CSCI","3550","CSCI 3550","851","COMMUNICATION NETWORKS","","Lecture","","Does Not Meet","Does Not Meet","Santos, Jose (16377095) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","31","30","","","99","0","30","","","","","","","","","","",""
"CSCI 3660 - THEORY OF COMPUTATION"
,"852","14617","Fall 2023","1238","UNO-CSCI","CSCI","3660","CSCI 3660","001","THEORY OF COMPUTATION","","Lecture","","TR 9am-10:15am","TR 9am-10:15am","Solheim, Jeff (84334019) [Primary Instructor, Post, Print]","Peter Kiewit Institute 274","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","25","25","","","99","0","30","","","","","","","","","","",""
,"853","15025","Fall 2023","1238","UNO-CSCI","CSCI","3660","CSCI 3660","850","THEORY OF COMPUTATION","","Lecture","","Does Not Meet","Does Not Meet","Solheim, Jeff (84334019) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","29","30","","","99","0","30","","","","","","","","","","",""
,"854","15505","Fall 2023","1238","UNO-CSCI","CSCI","3660","CSCI 3660","851","THEORY OF COMPUTATION","","Lecture","","Does Not Meet","Does Not Meet","Solheim, Jeff (84334019) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","24","30","","","99","0","30","","","","","","","","","","",""
"CSCI 3710 - INTRODUCTION TO DIGITAL DESIGN AND COMPUTER ORGANIZATION"
,"843","14619","Fall 2023","1238","UNO-CSCI","CSCI","3710","CSCI 3710","850","INTRODUCTION TO DIGITAL DESIGN AND COMPUTER ORGANIZATION","","Lecture","","Does Not Meet","Does Not Meet","Farhat, Hassan (72647175) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","30","30","","","99","0","30","","","","","","","","","","Exam days and times are Wednesdays at 3:00 PM, duration 75 minutes.  Dates will be announced on Canvas.",""
,"844","14618","Fall 2023","1238","UNO-CSCI","CSCI","3710","CSCI 3710","851","INTRODUCTION TO DIGITAL DESIGN AND COMPUTER ORGANIZATION","","Lecture","","Does Not Meet","Does Not Meet","Farhat, Hassan (72647175) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","27","25","","","99","0","30","","","","","","","","","","Exam days and times are Wednesdays at 3:00 PM, duration 75 minutes.  Dates will be announced on Canvas.",""
,"845","15506","Fall 2023","1238","UNO-CSCI","CSCI","3710","CSCI 3710","852","INTRODUCTION TO DIGITAL DESIGN AND COMPUTER ORGANIZATION","","Lecture","","Does Not Meet","Does Not Meet","Farhat, Hassan (72647175) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","34","34","","","99","0","34","","","","","","","","","","",""
"CSCI 3830 - ADVANCED JAVA PROGRAMMING"
,"855","14620","Fall 2023","1238","UNO-CSCI","CSCI","3830","CSCI 3830","850","ADVANCED JAVA PROGRAMMING","","Lecture","","Does Not Meet","Does Not Meet","Tang, Wendy (96611840) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","29","30","","","99","0","22","","","","","","","","","","",""
"CSCI 3850 - FOUNDATIONS OF WEB SEARCH TECHNOLOGIES"
,"5014","20138","Fall 2023","1238","UNO-CSCI","CSCI","3850","CSCI 3850","001","FOUNDATIONS OF WEB SEARCH TECHNOLOGIES","","Lecture","","Does Not Meet","Does Not Meet","Staff [Primary Instructor, Post, Print]","No Room Assigned","Cancelled Section","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","30","","","0","0","30","","","","","","","","","","",""
"CSCI 4000 - ASSESSMENT"
,"856","16286","Fall 2023","1238","UNO-CSCI","CSCI","4000","CSCI 4000","001","ASSESSMENT","","Activity","","Does Not Meet","Does Not Meet","Siy, Harvey (64742886) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","0","0","Satisfactory/Unsatisfactory","","","","40","55","","","99","0","55","","","","","","","","","","",""
"CSCI 4150 - GRAPH THEORY & APPLICATIONS"
,"857","16415","Fall 2023","1238","UNO-CSCI","CSCI","4150","CSCI 4150","001","GRAPH THEORY & APPLICATIONS","","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Ali, Hesham (76789688) [Primary Instructor, Post, Print]","Peter Kiewit Institute 164","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","23","25","","","99","0","25","Also CSCI 8156-001, MATH 4150-001, MATH 8156-001","36","45","","99","0","45","","","",""
"CSCI 4220 - PRINCIPLES OF PROGRAMMING LANGUAGES"
,"858","14621","Fall 2023","1238","UNO-CSCI","CSCI","4220","CSCI 4220","850","PRINCIPLES OF PROGRAMMING LANGUAGES","","Lecture","","Does Not Meet","Does Not Meet","Winter, Victor (77537414) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online","","","35","35","","","99","0","30","","","","","","","","","","",""
"CSCI 4250 - HUMAN COMPUTER INTERACTION"
,"859","16189","Fall 2023","1238","UNO-CSCI","CSCI","4250","CSCI 4250","850","HUMAN COMPUTER INTERACTION","","Lecture","","Does Not Meet","Does Not Meet","Siy, Harvey (64742886) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","31","30","","","99","0","30","Also CSCI 8256-850","45","50","","99","3","50","","","",""
,"860","16603","Fall 2023","1238","UNO-CSCI","CSCI","4250","CSCI 4250","851","HUMAN COMPUTER INTERACTION","","Lecture","","Does Not Meet","Does Not Meet","Siy, Harvey (64742886) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","25","25","","","99","0","25","","","","","","","","","","",""
"CSCI 4300 - DETERMINISTIC OPERATIONS RESEARCH MODELS"
,"5199","20518","Fall 2023","1238","UNO-CSCI","CSCI","4300","CSCI 4300","001","DETERMINISTIC OPERATIONS RESEARCH MODELS","","Lecture","","MW 4pm-5:15pm","MW 4pm-5:15pm","Love, Betty (16012134) [Primary Instructor, Post, Print]","Allwine Hall 303","Active","Regular Academic Session","UNO","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","1","5","","","0","0","5","See MATH 4300-001","29","45","","198","0","80","","","",""
"CSCI 4350 - COMPUTER ARCHITECTURE"
,"862","14623","Fall 2023","1238","UNO-CSCI","CSCI","4350","CSCI 4350","001","COMPUTER ARCHITECTURE","","Lecture","","MW 9am-10:15am","MW 9am-10:15am","Oh, Kwangsung (90846155) [Primary Instructor, Post, Print]","Peter Kiewit Institute 260","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials","","","28","30","","","99","0","30","","","","","","","","","","",""
,"863","15544","Fall 2023","1238","UNO-CSCI","CSCI","4350","CSCI 4350","820","COMPUTER ARCHITECTURE","","Lecture","","TR 4:30pm-5:45pm","TR 4:30pm-5:45pm","Subramaniam, Mahadevan (70248267) [Primary Instructor, Post, Print]","Remote Learning","Active","Regular Academic Session","UNO-IS","Distance Education","","Yes","No Special Consent Required","3","3","Graded","Remote Learning: Remote Learning","","","30","35","","","99","0","35","","","","","","","","","","This class will be taught remotely via synchronous teaching. Students will need to log in at the specified time but will not physically attend class.",""
,"864","14622","Fall 2023","1238","UNO-CSCI","CSCI","4350","CSCI 4350","850","COMPUTER ARCHITECTURE","","Lecture","","Does Not Meet","Does Not Meet","Azadmanesh, Azad (01596872) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","25","35","","","99","0","35","","","","","","","","","","",""
"CSCI 4380 - DIGITAL FORENSICS"
,"4179","17081","Fall 2023","1238","UNO-CSCI","CSCI","4380","CSCI 4380","001","DIGITAL FORENSICS","","Lecture/Lab (combo)","","TR 10:30am-11:45am","TR 10:30am-11:45am","Grispos, George (87046629) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","2","5","","","99","0","5","See CYBR 4380-001","21","35","","198","0","40","","","",""
"CSCI 4450 - INTRODUCTION TO ARTIFICIAL INTELLIGENCE"
,"869","14625","Fall 2023","1238","UNO-CSCI","CSCI","4450","CSCI 4450","001","INTRODUCTION TO ARTIFICIAL INTELLIGENCE","","Lecture","","TR 1:30pm-2:45pm","TR 1:30pm-2:45pm","Fandinno Garcia, Jorge (87694147) [Primary Instructor, Post, Print]","Peter Kiewit Institute 153","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","20","20","","","99","0","30","Also CSCI 8456-001","30","30","","99","8","30","","","",""
,"4893","18573","Fall 2023","1238","UNO-CSCI","CSCI","4450","CSCI 4450","002","INTRODUCTION TO ARTIFICIAL INTELLIGENCE","","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Lierler, Yuliya (42486005) [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","20","20","","","0","0","20","Also CSCI 8456-002","28","30","","99","0","30","","","",""
"CSCI 4500 - OPERATING SYSTEMS"
,"871","14845","Fall 2023","1238","UNO-CSCI","CSCI","4500","CSCI 4500","001","OPERATING SYSTEMS","","Lecture","","MF 12pm-1:15pm","MF 12pm-1:15pm","Huang, Pei-Chi (41488046) [Primary Instructor, Post, Print]","Peter Kiewit Institute 274","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","11","30","","","99","0","30","","","","","","","","","","",""
,"872","15545","Fall 2023","1238","UNO-CSCI","CSCI","4500","CSCI 4500","820","OPERATING SYSTEMS","","Lecture","","M 6pm-8:40pm","M 6pm-8:40pm","Sousan, Bill (27064380) [Primary Instructor, Post, Print]","Remote Learning","Active","Regular Academic Session","UNO-IS","Distance Education","","Yes","No Special Consent Required","3","3","Graded","Remote Learning: Remote Learning","","","25","25","","","99","0","25","","","","","","","","","","This class will be taught remotely via synchronous teaching. Students will need to log in at the specified time but will not physically attend class.",""
,"873","16495","Fall 2023","1238","UNO-CSCI","CSCI","4500","CSCI 4500","850","OPERATING SYSTEMS","","Lecture","","Does Not Meet","Does Not Meet","Huang, Pei-Chi (41488046) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","25","25","","","0","0","25","","","","","","","","","","",""
